年,月,日,標題,內容,報社
2020,2,11,10位「艾莎」高歌《冰雪奇緣2》主題曲 阿姆獻彩蛋饒舌嗨翻全場,第92屆奧斯卡金像獎，即使沒有主持人，依然在頒獎人與歌舞表演得宜安排下流暢進行。最令人驚喜的莫過於事前保密到家的「饒舌之神」阿姆（Eminem）驚喜登台，獻唱18年前由他主演的半自傳電影《街頭痞子》中獲最佳原創歌曲的主題曲〈Lose Yourself〉，原來他當年並未出席典禮，昨算是持來的加冕儀式，讓台下的群星都跟著一同搖擺，回味年少時光成為典禮最大彩蛋。典禮另一亮點是入圍最佳原創歌曲的《冰雪奇緣2》主題曲〈Intothe Unknown〉的表演，除原唱伊迪娜曼佐（Idina Menzel）登台，還找來其他9種語言的歌手一同合唱，包括日本松隆子、泰國維查雅尼別格林（Gam Wichayanee）、拉美卡門莎拉罕（Carmen Sarahi）等歌手，共10位「艾莎」一起飆高音。典禮開場由歌手兼演員的賈奈兒夢內（Janelle Monae）的歌舞表演拉開序幕，接著史提夫馬丁（Steve Martin）和克里斯洛克（Chris Rock）獻上超酸脫口秀，洛克稱自己超愛《愛爾蘭人》第1季，暗指3小時的電影有夠長，還解釋《海芮》女星辛西婭艾利沃（Cynthia Erivo）之所以是今年唯一入圍演技獎項的非白人演員，因為：「辛西婭藏黑人的功夫太厲害，主辦單位找她來把黑人入圍者藏起來。」。 ,中國時報
2020,2,11,《奧斯卡頒獎》布萊恩與高以翔驟逝 奧斯卡哀悼,奧斯卡致敬傳奇球星柯比布萊恩和曾演出好萊塢電影《天使聖物：骸骨之城》的高以翔。本屆奧斯卡典禮找來新科「葛萊美獎」得主怪奇比莉，深情演唱「披頭四」樂團1965年經典名曲《Yesterday》，背景同時緬懷過去一年來已故影人片段，包括上月墜機驟逝的傳奇球星柯比布萊恩，以及去年底在中國綜藝節目猝逝的台灣男星高以翔都入列，令人鼻酸。日本女星松隆子則是首次踏上奧斯卡舞台，與全球其他9國「Elsa」大合唱《冰雪奇緣2》主題曲《Into The Unknown》，場面壯觀。奧斯卡致敬傳奇球星柯比布萊恩和曾演出好萊塢電影《天使聖物：骸骨之城》的高以翔。高以翔曾演出好萊塢電影《天使聖物：骸骨之城》中「俊美魔法師」一角，在好萊塢人緣頗佳，如今登上奧斯卡殿堂接受眾星致敬，令人感慨。高以翔女友Bella昨也在限時動態O出奧斯卡悼念高以翔片段，配上愛心及天使的圖案，感謝奧斯卡。怪奇比莉演唱披頭四名曲《Yesterday》，向已故名人致敬。 ,自由時報
2020,2,11,《奧斯卡紅毯》基哥換女伴  76歲凍齡媽很有型,基努李維帶俐落有型的媽媽一起走紅毯。性格男神「基哥」基努李維去年11月牽著女友亞歷山德拉格蘭特的手公開亮相電影紅毯，引起粉絲熱議，他昨出席奧斯卡紅毯時，身邊換了一個新女伴，原來是他的媽媽派翠西亞，但令人驚豔的是，基努李維的媽媽已經76歲，但她身材纖瘦，造型更是俐落有型，讓不知情的人還以為「基哥換女友了」，凍齡媽媽意外搶鏡。,自由時報
2020,2,11,《奧斯卡男女配角》小布首獲演技獎獻孩子  蘿拉鄧53歲生日收大禮,布萊德彼特以《從前，有個好萊塢》拿下從影生涯首座演技獎項小金人。第92屆奧斯卡最佳男女配角分別由《從前，有個好萊塢》的「小布」布萊德彼特，和《婚姻故事》的蘿拉鄧獲得。56歲的小布從影33年，首度獲得小金人演技項目青睞，致詞時除了酸川普彈劾案，還特別將獎座獻給他的孩子們，感性說：「你們為我做的每件事增色。」小布6年前曾以電影《自由之心》製片身分拿下最佳影片，本次為他第7度提名奧斯卡，上台前不忘擁抱《從》片好搭檔李奧納多狄卡皮歐，他直呼「這真的很神奇」，更笑說︰「他們說我只有45秒的時間，這45秒比這週參議院給約翰波頓她致詞時感謝父母，「如果你夠幸運，就會偶像正好是你的父母，我要把這個獎獻給我的偶像，傳奇的黛安賴德與布魯斯鄧」，陪她出席的母親黛安當場熱淚盈眶，最後她高舉獎座表示：「這是最棒的生日禮物！」 ,自由時報
2020,2,15,007：生死交戰 宣傳戰開打, 新冠肺炎衝擊亞洲電影市場，尤其被好萊塢倚重的中國大陸更是慘烈，被預期是丹尼克雷格最後一部龐德片的「007生死交戰」仍維持原定計畫在4月初上映，是否遭到影響尚難論斷，不過由怪奇比莉演唱的同名主題曲已搶先公開，希望打響宣傳戰的第一炮。過往龐德片主題曲也是各方關注的焦點之一，瑪丹娜、蒂娜透納等大牌都曾擔任主唱，「007生死交戰」找來本屆葛萊美獎最強新人王怪奇比莉，讓她成為史上最年輕的龐德片主題曲演唱者，她也表示非常榮幸更興奮，因為007是史上最酷的系列影片，到現在她還難以置信自己成為其中的一分子。然而部分網友感到怪奇比莉這首歌與愛黛兒、山姆史密斯分別負責的前兩集歌曲風格太接近，少了點新鮮刺激。「007生死交戰」將為丹尼爾克雷格的時期畫下句點，情節元素豐富，一度傳出片長可能逼近3小時、將打破龐德片史上最長紀錄，目前導演凱瑞福永還在後製中，是否屬實等上映後就有答案。丹尼爾除了要面對奧斯卡影帝雷米馬利克扮演的詭異大反派外，更大的挑戰是肺炎疫情，十多年前SARS正嚴重時，「X戰警2」的台灣票房就被嚴重影響，基努李維「駭客任務：重裝上陣」也略受波及，「007生死交戰」可否挺住？各方都在拭目以待。歐美影壇永遠不退燒的經典除了007外，還有DC漫畫改編的「蝙蝠俠」。自從「暮光之城」男主角羅伯帕汀森宣告成為最新一代黑暗騎士後，粉絲都好奇他的造型比起米高基頓、方基墨等前輩究竟如何？導演麥特李維終於分享了短短一段羅伯穿戲服試拍的畫面，竟然被認為「神似『漫威夜魔俠』」，再次挑起DC與漫威粉絲間的情結。平心而論，羅伯穿戲服的畫面色調偏暗紅，猛一看蠻像夜魔俠，應該不會是電影中呈現的樣子，暫時不用太早下結語。,聯合報
2020,2,11,布萊德彼特 奧斯卡男配角 苦等24年終鍍金,從影以來一直以俊帥外表迷倒無數觀眾的布萊德彼特，雖曾靠著製作「自由之心」拿下奧斯卡最佳影片獎，卻從未憑演技得到小金人，終於以昆汀塔倫提諾執導的「從前，有個好萊塢」獲得最佳男配角獎，距離首度以「未來總動員」入圍奧斯卡已近24年。布萊德彼特俊俏無比的外型，始終成為他演技評價上的屏障，第一次廣受各方關注就是在奧斯卡大片「末路狂花」扮演誘拐吉娜戴維絲上床的浪子，靠的還是帥氣外表，迅速走紅之後他在好幾部片中以頹廢、詭異的扮相登場，就是希望觀眾注意演技實力，可惜除了「未來總動員」提名奧斯卡最佳男配角外，並沒特別受獎項青睞。又過了十多年，他的人生經歷結婚、離婚、當上父親等變化，演技變得更成熟，總算又入圍了兩次奧斯卡影帝，今年在「從前，有個好萊塢」扮演過氣男星李奧納多狄卡皮歐的替身好友，一場和李小龍比武將對方摔到車子上撞凹鋼板的戲，引起李小龍女兒的抗議，不過角色戲分和李奧納多相當，他自願在角逐奧斯卡時退居配角、避免與李奧自相殘殺，果然在各大電影獎一路過關斬將，打敗公認戲精的艾爾帕西諾等人，首度因演技贏得小金人。在致詞時布萊德不忘感謝昆汀，稱讚好萊塢少了他會非常貧乏，感謝從影以來一路上碰到的貴人，包括「末路狂花」導演雷利史考特與女主角吉娜。由於他和分居妻子安琪莉娜裘莉的離婚還未正式生效，據傳卡在孩子監護權上，之前獲獎他有時刻意不提小孩，但奧斯卡典禮上仍將榮耀與他最在乎的孩子們分享，感謝孩子們讓他的人生增添色彩。,聯合報
2020,2,11,湯姆克魯斯 強尼戴普 小勞勃道尼 還抱不到小金人,好萊塢英俊小生想靠演技拿奧斯卡難上加難？雖然布萊德彼特直到56歲今年終於以「從前，有個好萊塢」如願以償，比他更年長的湯姆克魯斯、和他歲數相近的強尼戴普與小勞勃道尼，至今還未終結悲情，也還不知何時才能等到這一天。奧斯卡過往常被批評是「白種老男性」的口味，不知是否如此，男星大都要過了30歲才有獲獎機會，不像20多歲年輕美女得影后的大有人在，而且不少英俊小生還是在演而優則導或製片時拿到奧斯卡，並非靠演技獲獎，例如梅爾吉勃遜、凱文柯斯納、勞勃瑞福、華倫比提等，也有像保羅紐曼、史恩康納萊直到進入銀髮階段才終於得到最佳男主、男配角獎，早已過了他們最帥氣迷人的全盛期。57歲湯姆克魯斯和56歲的強尼戴普，過去都曾3度獲奧斯卡提名，阿湯3次入圍，有2次是刻意扮頹廢，顯然他也知道奧斯卡容易低估英俊小生，無奈分別碰上丹尼爾戴路易斯與米高肯恩這兩大戲精，犧牲「美貌」沒有如願。而「從前，有個好萊塢」其實他差一點就要演布萊德彼特的角色，而小布與李奧順利出線，也讓阿湯鍍金機會落空。強尼曾經以「神鬼奇航：鬼盜船魔咒」創下票房奇蹟，又難能可貴憑娛樂片之姿殺進奧斯卡殿堂，可惜近年受到婚變、疑似家暴等醜聞拖累，聲勢日走下坡，也不再受到奧斯卡關注。54歲的小勞勃道尼，這10年來靠漫威英雄片紅到無可匹敵，那些影片又過於虛無縹緲，不是奧斯卡喜愛的寫實路線。他已從漫威影片「畢業」，未來有餘裕好好拚獎座。,聯合報
2020,2,11,蘿拉鄧 生日獲大禮,蘿拉鄧以「婚姻故事」拿下奧斯卡最佳女配角，她飾演老練又犀利的離婚律師，表演大受好評，得獎實至名歸，頒獎當天正巧是她53歲生日，她上台時開心表示：「感謝影藝學院，這是最棒的生日禮物。」蘿拉鄧上台逐一感謝所有與她一同提名的演員，「我很開心能與這麼多傑出的藝術家聚在一起，妳們都是我的姊妹」，蘿拉也感謝Netflix願意支持拍攝這部電影，稱讚導演諾亞波拜克是個充滿魔力的電影鬼才，故事主題在講述分離，但其實是在推崇愛、希望與家庭的價值，也不忘提及他的女友葛蕾塔潔薇，今年同時也有帶來執導電影「她們」，誇讚這對情侶才華洋溢。蘿拉鄧出身演員世家，父親布魯斯鄧、母親黛安拉德皆曾入圍多次奧斯卡，她感謝父母給自己許多表演上的養分，最終在台上向家人公開告白，「我愛你們」。蘿拉鄧6歲就進入演藝圈，從影長達47年，當年曾以「藍絲絨」走紅，並以賣座電影「侏羅紀公園」等片廣為人知，她曾被譽為「好萊塢公務員」，默默耕耘多年，並曾以「激情薔薇」、「那時候，我只剩下勇敢」入圍奧斯卡獎最佳女主角、女配角，今年才終於以「婚姻故事」獲獎。蘿拉鄧在「婚姻故事」中，一改溫和的銀幕形象，說話極為嗆辣，有好幾段更讓她火力全開，而她的離婚律師一角也有所本，原型來自知名律師蘿拉華瑟，蘿拉曾幫導演諾亞與他的前妻珍妮佛傑森李打過離婚官司，蘿拉鄧開拍前勤做功課，諾亞也曾在開拍時對外強調，「蘿拉鄧是最適合這個角色的完美人選」。,聯合報
2020,2,11,阿姆大彩蛋 高以翔現身, 奧斯卡頒獎典禮的串場表演亮點不少，邀來十國「冰雪奇緣二」原唱，一起同台演出，這也是日本氣質女星松隆子首次在奧斯卡演出，另外還有美國饒舌天王阿姆驚喜現身。最感動的是，一年一度的緬懷單元，在怪奇比莉深情獻唱披頭四經典歌曲「Yesterday」之下，背景竟出現已故台灣男星高以翔的照片。每年典禮除榮耀影人，也緬懷已故影人，今年除了曾以「親愛的籃球」拿下奧斯卡最佳動畫短片的NBA球星柯比布萊恩離世，也看見曾演過好萊塢電影「天使聖物：骸骨之城」的高以翔出現在奧斯卡舞台，這畫面讓好友毛加恩及女友都感動地翻拍轉PO於IG紀念。表演環節中，阿姆化身驚喜彩蛋，他獻唱二〇〇三年奪得奧斯卡最佳原創歌曲的「Lose Yourself」，台下的布萊德彼特等人起身搖擺，但大導演馬丁史柯西斯卻被拍到閉目養神、怪奇比莉露出耐人尋味的表情，網路上還出現各種名人表情包，而他變胖臃腫的身型，也成另類焦點。阿姆音樂成就有目共睹，他曾是美國最暢銷饒舌歌手，也曾赴電影圈發展，主演的半自傳電影「街頭痞子」中的主題單曲「Lose Yourself」，曾獲選第七十五屆奧斯卡金像獎最佳原創歌曲獎，也是第一個以饒舌歌曲拿下該獎項的藝人，不過他當年寧願留在家中陪伴女兒，並未出席領獎。此外，動畫電影「冰雪奇緣二」的主題曲「Into the Unknown」入圍最佳原創歌曲獎，雖最後未能奪獎，但英文版原唱伊迪娜曼佐和其他九國語言版本演唱者組成「艾莎部隊」一起飆唱，成了最美亮點。,聯合報
2020,2,11,拼33年 演技終獲掌聲 小布破關擒男配 蘿拉鄧壽星開胡,布萊德彼特以《從前，有個好萊塢》拿下首座奧斯卡演技獎項。法新社蘿拉鄧昨天長尾巴滿53歲，開心拿著小金人獎座。法新社小布2014年監製的電影《自由之心》獲奧斯卡最佳影片，但他1996年以科幻片《未來總動員》首度提名男配，後來以《班傑明的奇幻旅程》、《魔球》角逐影帝，前後7次拼演技獎都鎩羽，近年多從事製片工作。他戒除酒癮重新振作，去年在《從》片飾演李奧納多狄卡皮歐的特技替身，武戲帥氣文戲瀟灑，銀幕魅力滿分，再創演藝事業高峰。美女綠葉謝恩星爹娘昨是蘿拉鄧的53歲生日，她是老牌男星布魯斯鄧與女星黛安賴德之女，父母都曾入圍奧斯卡，她7歲入行，1992年以《激情薔薇》角逐奧斯卡影后，2015年以《那時候，我只剩下勇敢》提名女配，1993年在賣座片《侏羅紀公園》中扮演古生物學家。《婚》片中，她飾演犀利強悍的離婚律師，替史嘉蕾約翰森打離婚與監護權官司，笑裡藏刀，戲分不算多，但存在感十足。她獲小金人肯定後感謝父母：「有人說，如果你夠幸運，你的偶像才會剛好是你的父母。我要與我的表演偶像──我的母親黛安賴德、父親布魯斯鄧分享這個榮耀。,蘋果日報
2020,2,11,典禮追憶Kobe 高以翔 阿姆逆襲成彩蛋,本屆奧斯卡特別向上月離世的Kobe Bryant致敬。「饒舌之神」阿姆登奧斯卡演唱夯曲《Lose Yourself》，成為典禮最大驚喜。法新社高以翔的照片出現在今年奧斯卡追思已故影人的橋段。奧斯卡典禮舞台大器，設計感十足。路透全員防消息走漏阿姆出道24年首登奧斯卡，為防消息走漏，彩排時限制人員進出，若消息曝光，他有權可臨陣抽腿，讓工作人員不敢掉以輕心。他演唱當年獲奧斯卡最佳原創歌曲殊榮的《Lose Yourself》，連「神力女超人」蓋兒賈多特都跟著熱唱，全場隨節奏搖擺，魅力依舊。頒獎典禮另還安排了致敬NBA退役傳奇球星Kobe Bryant橋段，導演史蒂芬史匹柏表示：「他是傳奇，也是指標性人物，帶給我們啟發，深深觸動我們的內心。」怪奇比莉演唱時，舞台大螢幕先後出現Kobe與去年11月猝逝高以翔等已故名人的照片，高以翔女友Bella隨後在限時動態上傳該片段，配上愛心、天使圖案；毛加恩也在IG上傳畫面，寫下「Always missing you（永遠想念你）」懷念好友。,蘋果日報
2020,2,11,18歲怪奇比莉感性唱 《Yesterday》惹鼻酸,內容摘要：18歲樂壇最強新人怪奇比莉（Billie Eilish）甫獲5項葛萊美獎大放異彩，昨首度登上奧斯卡舞台。她先演唱電影《007：生死交戰》主題曲，再高歌傳奇樂團「披頭四」的《Yesterday》向包括高以翔在內的過世影人致敬。美聯社,蘋果日報
2019,2,27,卡卡庫柏愛火救奧斯卡收視 較去年上升12％ 仍為史上第2低,第91屆奧斯卡金像獎落幕，雖然典禮爭議多，但收視卻奇蹟般地上升了。本屆有2960萬人收看，比起去年的2650萬多出310萬人，上升約12％，儘管如此，收視率仍為史上第2低。網友認為全晚焦點落在布萊德利庫柏（Bradley Cooper）與女神卡卡Lady Gaga演唱電影《一個巨星的誕生》主題曲〈Shallow〉，兩人貼臉彈琴深情對唱，充滿愛的火花，就連媚兒碧（Mel B）都在上節目時表示卡卡打破了女生與女生間的禮貌與默契，「我替男方的超模女友伊莉娜沙伊克（Irina Shayk）感到不舒服，真的很希望這一切只是專業的工作。」會後派對星光熠熠許多明星都會參加雜誌《Vanity Fair》舉行的奧斯卡會後派對，不少名人即使沒受邀參加頒獎典禮，也一定會到會後派對露面，像是麥莉希拉（Miley Cyrus）與老公「雷神弟」連恩漢斯沃（Liam Hemsworth）就露面放閃，歌手麗塔歐拉（Rita Ora）、巴西超模亞莉珊卓安布羅休（Alessandra Ambrosio）、影后娜塔莉波曼（NataliePortman）與女星芮妮齊薇格（Renee Zellweger）都參加盛宴。 ,中國時報
2019,2,26,卡卡深情對唱庫柏女友不擔心 梅莉莎女王上身 攜兔玩偶開獎,少了主持人的奧斯卡頒獎典禮，表演節目和嘉賓格外受矚目，昨「皇后」合唱團開場表演經典〈We Will Rock You〉和〈We Are theChampions〉，由2011年起加入的亞當藍伯特（Adam Lambert）擔任主唱，現場宛如搖滾演唱會，好萊塢A咖紛站起來跟著嗨！女神卡卡（Lady Gaga）和布萊德利庫柏（Bradley Cooper）則為下半場掀起最高潮，2人親密演唱《一個巨星的誕生》主題曲〈Shallow〉，她也以該曲拿下最佳原創歌曲獎。2人在舞台上的化學效應爆棚，推特上眾多粉絲截圖分享，不禁有人問：「布萊德利的老婆看到會怎麼想？」不過不用擔心，他的女友伊莉娜沙伊克（Irina Shayk）整場都「卡」在男友和卡卡之間。頒獎嘉賓最搶眼的莫過於以《她的偽造遊戲》入圍女主角獎的梅莉莎麥卡錫（Melissa McCarthy），頒發最佳服裝獎時她模仿《真寵》中的女王華麗禮服，身上還掛滿女王最愛的兔子，並嘗試用掌中玩偶笨拙地開得獎信封，算是致敬她剛拿下金酸莓獎影后的布偶真人電影《歡樂時光謀殺案》，成功幽自己一默又贏得滿堂彩。 ,中國時報
2019,2,26,《波希米亞狂想曲》摘4獎大贏家 籌拍近10年不斷換角換導演,電影《波希米亞狂想曲》是第91屆奧斯卡大贏家，奪下最佳男主角、剪輯、音效剪輯與混音等4獎。其實這部描寫「皇后合唱團」主唱佛萊迪墨裘瑞（Freddie Mercury）的電影拍攝過程堪稱近年最曲折，將近10年才終於在大銀幕問世。皇后合唱團的吉他手布萊恩梅（Brian May）與鼓手羅傑泰勒（Roger Taylor），2008年找來編劇彼得摩根（Peter Morgan），表定2011年開拍，但主角由薩夏拜倫柯恩（Sacha Baron Cohen）換成班維蕭（Ben Whishaw）再換成多米尼克庫柏（Dominic Cooper），最後才找來以該片奪下本屆影帝的雷米馬利克（Rami Malek）主演。導演人選也同樣一波三折，從最初的湯姆霍伯（Tom Hooper），改為戴克斯特佛萊契（Dexter Fletcher），直到2016年才確定由布萊恩辛格（Bryan Singer）執導，等到正式開拍已是2017年9月，沒想到才拍3個月，電影公司突然開除辛格，最後由佛萊契回鍋完成最後2周的拍攝。馬利克受訪談到拍攝此角的過程宛如「被槍指著頭」，他說：「這簡直就是一個上場幹架的狀況，參演這個決定是我生命中最可怕的努力，事後證明很充實也很值得。」。 ,中國時報
2019,2,26,影后奧莉薇雅棄名校從影 從清潔工做起 雷米馬利克披薩外送員熬成影帝,第91屆奧斯卡金像獎台灣時間25日揭曉，影帝、后分別由《波希米亞狂想曲》雷米馬利克（Rami Malek）、《真寵》奧莉薇雅柯爾曼（Olivia Colman）奪下，兩人不僅都是首度入圍就得獎，也都為了追逐演員夢而吃盡苦頭，成名前雷米曾賣沙威瑪，奧莉薇雅則是當過清潔工，但兩人原本看似遙不可及的夢想，在同晚獲得了小金人的肯定。身為埃及移民第二代，雷米在台上感謝全世界終於看到他的故事，「我一直試著找到自己的聲音、定位，從不被接受到終於可以被證明與認可。我感謝那些相信我的人，我將會在餘生好好珍惜今晚榮耀。」到後台受訪時他說：「身為一位演員，很多人的夢想不是小金人，而只是能有一份工作。能夠獲此殊榮是超乎預期的，是一場很艱難的奮鬥。」《駭客軍團》躍升一線他在片中飾演皇后合唱團已逝主唱佛萊迪墨裘瑞（Freddie Mercury），他花1年反覆在YouTube看墨裘瑞當年演出上千次，還鑽研大衛鮑伊（David Bowie）、吉米罕醉克斯（Jimi Hendrix）等搖滾巨星的現場演出，找了鋼琴、歌唱、舞蹈老師。拍片1年來他都戴著假牙還原墨裘瑞的暴牙咬合所致特殊咬字與口音，自曝殺青後還把假牙鍍金保存。37歲的雷米在好萊塢算大器晚成，過去多是客串與配角，直到33歲才因主演影集《駭客軍團》躍升一線。他少數族裔的臉孔令他在好萊塢發展相當受限，父母盼他像姊姊與雙胞胎弟弟一樣找份穩定工作就好，但他堅持走上演藝之路，接不到工作的時候曾當披薩外送員、製作沙威瑪、鷹嘴豆餅維持生計：「我一度很沮喪，想到自己擁有大學文憑卻只能在餐廳打工。我夢想在好萊塢的片場，而不是好萊塢的餐廳工作。」奧莉薇雅奪獎上台後又哭又笑，除感謝導演和2位女配角瑞秋懷茲（Rachel Weisz）和艾瑪史東（Emma Stone），也不忘和家人及演員老公艾德辛克萊兒（Ed Sinclair）致謝，更向71歲勁敵《愛．欺》葛倫克蘿絲（Glenn Close）告白：「妳一直都是我的偶像。」尤其葛倫是今年呼聲最高的準影后，奧莉薇雅尷尬地說：「這和我想像的完全不同。」堪稱「女王專業戶」的奧莉薇雅在《真寵》飾演英國安妮女王，近期正在影集《王冠》飾演現任女王伊麗莎白二世中年，銀幕上貴氣逼人的她在台上透露：「開始演藝事業前我當過清潔人員。」盼大家不要低估一個人的能力，「當任何小女孩正在練習對著電視練習演說時，你永遠不知會發生什麼。」奧莉薇雅拍照沒自信她從小夢想成為演員，從劍橋大學退學改念戲劇，畢業後經歷無數試鏡卻苦無機會，母親告訴她可以給自己1年時間，她卻說：「不，10年我也願意。」她開始從事祕書和清潔工作，不願放棄演戲之路，「因為我也不擅長做別的。」或許是這段經歷讓她缺乏自信，即使已被英國人視為國寶級演員，她昨仍向孩子們打趣喊話：「希望你們正坐在電視機前看，因為這會是最後一次。」「我從來沒有任何信心可以拍照或走紅毯。」45歲的奧莉薇雅認為：「飾演別人很容易，但在這些宴會中要做自己簡直是種虐待。」她為飾演安妮女王增重近16公斤，笑言：「我花了幾個月狂吃，其實挺享受的。只是接下來就很沮喪了，變胖很簡單，減肥沒這麼容易。」不過這些犧牲都是值得的，如今她驕傲地說：「現在的工作量比20多歲時還多，現在的我也比20多歲的我有趣！」（相關新聞刊B2、B3、C1）飲酒過量有害健康。 ,中國時報
2019,3,3,奧斯卡大贏家輸中國 《波希米亞》、《幸福綠皮書》被迫自宮,雷米馬利克和馬赫夏拉阿里今年各憑《波希米亞狂想曲》、《幸福綠皮書》在奧斯卡獲獎，但兩片進軍中國都先刪減片段才能上映。電影《波希米亞狂想曲》在第91屆奧斯卡拿下4項大獎成為大贏家，男主角雷米馬利克更首度入圍就封帝，外媒昨報導該片已過中國審查，將在中國上映，但片中關於皇后主唱佛萊迪的同志性向，以及吸毒等「敏感」話題必須先「自宮」才能上映。除了《波》片，抱走最佳影片大獎的《幸福綠皮書》的一段同志情節也難逃被刪減命運。而早在奧斯卡典禮當天，雷米得獎感言提到關於同志的部分，就被中國媒體自行「淨化」引發爭議。當時他說這部電影能幫助那些為身分掙扎的人，結果中國轉播時直接避掉「男同性戀」，改譯成「特殊人群」。 ,自由時報
2019,3,1,布萊德利深情對唱卡卡 辣模女友醋勁大發,女神卡卡和布萊德利古柏在奧斯卡頒獎典禮上深情對唱，傳讓布萊德利的女友打翻醋罈。最近婚約告吹的女神卡卡，日前在奧斯卡頒獎典禮與布萊德利古柏深情對唱獲獎金曲《擱淺帶》，四目相交看起來相當深情，不過看在布萊德利的超模女友伊蓮娜的眼中似乎很不是滋味，外媒爆料她早已厭倦不斷有關於女神卡卡與自己男友的親密故事。但女神卡卡於典禮會後沒有和布萊德利在一起，反而在瑪丹娜舉辦的派對上，被直擊和共同創作該曲的安東尼羅蘇曼多舉止親密，更被爆料他們都在派對一角調情，正巧安東尼最近也單身，兩人關係也被認為「不單純」。 ,自由時報
2019,2,28,奧莉薇亞柯爾曼封后揪巴士夜遊 新片酬上看10億,奧莉薇亞柯爾曼憑《真寵》在奧斯卡封后，會後出席《浮華世界》慶功派對。尤其她參演的NETFLIX影集《王冠》第3季未來播出後，也被看好會再攀升。奧莉薇亞當天封后完僅回飯店稍事休息，之後出席《浮華世界》主辦的慶功派對，外媒僅拍到她連跑兩場趴後就快閃，去和朋友一起慶祝。雖然身價暴漲，但她僅帶著5位來自英國的好友一起坐觀光巴士夜遊洛杉磯慶祝。消息人士透露，奧莉薇亞不是一個追求奢華的花俏明星，「巴士辦派對對她來說是個完美的慶祝的方式」。 ,自由時報
2019,2,27,女神卡卡破冰瑪丹娜磨鼻子 坎達兒珍娜該邊見客,女神卡卡和瑪丹娜在會後派對世紀破冰。奧斯卡頒獎典禮前天落幕，大會端出華麗嘉賓名單助陣，約有2960萬人收看，比去年多出310萬人、上升約12%，不過雖有升幅，今年仍是史上第2低收視。麥莉穿著深V黑色亮片禮服辣秀美胸。另外，女神卡卡和瑪丹娜不和多年，兩人竟在派對上上演世紀破冰，一見面就「磨鼻子」打招呼，還親密的抱在一起有說有笑，瑪丹娜還在IG曬出合照，認證她們已言歸於好。 ,自由時報
